,Unnamed: 0.1,Unnamed: 0,plural,male,female,title,male_eng,female_eng,male_cnt,female_cnt
1987,1987,3939,Куровы,Куров,Курова,2,kurov,kurova,2997,3739
1988,1988,3942,Курочкины,Курочкин,Курочкина,3,kurochkin,kurochkina,16712,16755
1989,1989,3944,Куртенеры,Куртенер,Куртенер,3,kurtener,kurtener,0,-
1990,1990,3948,Куртнер,Куртнер,Куртнер,3,kurtner,kurtner,0,-
1991,1991,3950,Куртьянов,Куртьянов,Куртьянова,2,kurtyanov,kurtyanova,4,2
1992,1992,3951,Куруп,Куруп,Куруп,3,kurup,kurup,32,-
1993,1993,3952,Кусовы,Кусов,Кусова,1,kusov,kusova,2242,3120
1994,1994,3954,Кусонские,Кусонский,Кусонская,2,kusonsky,kusonskaya,5,24
1995,1995,3955,Кустаревские,Кустаревский,Кустаревская,1,kustarevsky,kustarevskaya,0,1
1996,1996,3957,Кустерской,Кустерской,Кустерская,6,kusterskoy,kusterskaya,0,3
1997,1997,3958,Кутайсов,Кутайсов,Кутайсова,5,kutaysov,kutaysova,28,34
1998,1998,3959,Кутырины,Кутырин,Кутырина,3,kutyrin,kutyrina,184,196
1999,1999,3960,Кутыев,Кутыев,Кутыева,6,kutyev,kutyeva,100,138
2000,2000,3961,Кухаревский,Кухаревский,Кухаревская,3,kukharevsky,kukharevskaya,7,318
2001,2001,3962,Кухины,Кухин,Кухина,2,kukhin,kukhina,21,9
2002,2002,3963,Куцыба,Куцыба,Куцыба,3,kutsyba,kutsyba,9,-
2003,2003,3964,Куцыб,Куцыб,Куцыб,3,kutsyb,kutsyb,0,-
2004,2004,3965,Кучеревский,Кучеревский,Кучеревская,2,kucherevsky,kucherevskaya,64,65
2005,2005,3966,Кучин,Кучин,Кучина,6,kuchin,kuchina,8222,9733
2006,2006,3967,Кушель,Кушель,Кушель,1,kushel,kushel,123,-
2007,2007,3968,Кушенские,Кушенский,Кушенская,3,kushensky,kushenskaya,0,2
2008,2008,3970,Кушнеревы,Кушнерев,Кушнерева,2,kushnerev,kushnereva,257,302
2009,2009,3972,Кушников,Кушников,Кушникова,6,kushnikov,kushnikova,745,823
2010,2010,3973,Куюнский,Куюнский,Куюнская,2,kujunsky,kujunskaya,0,0
2011,2011,3974,Кюнь,Кюнь,Кюнь,3,kjun,kjun,0,-
2012,2012,3975,Лабут,Лабут,Лабут,6,labut,labut,29,-
2013,2013,3977,Лавдовский,Лавдовский,Лавдовская,3,lavdovsky,lavdovskaya,2,3
2014,2014,3978,Лавин,Лавин,Лавина,3,lavin,lavina,491,517
2015,2015,3979,Лаврентинов,Лаврентинов,Лаврентинова,3,lavrentinov,lavrentinova,0,0
2016,2016,3980,Лаврентьевы,Лаврентьев,Лаврентьева,3,lavrentev,lavrenteva,14123,13761
2017,2017,3983,Лавровы,Лавров,Лаврова,1,lavrov,lavrova,20310,22457
2018,2018,3992,Лагерев,Лагерев,Лагерева,1,lagerev,lagereva,437,534
2019,2019,3993,Лагорио,Лагорио,Лагорио,3,lagorio,lagorio,0,-
2020,2020,3994,Лагофет,Лагофет,Лагофет,3,lagofet,lagofet,0,-
2021,2021,3995,Лагсы,Лагс,Лагс,2,lags,lags,0,-
2022,2022,3997,Лагун,Лагун,Лагун,1,lagun,lagun,885,-
2023,2023,3999,Де-Ладвез,Де-Ладвез,Де-Ладвез,2,de-ladvez,de-ladvez,8,-
2024,2024,4001,Де-Лабвез,Де-Лабвез,Де-Лабвез,2,de-labvez,de-labvez,0,-
2025,2025,4003,Де-Лядвез,Де-Лядвез,Де-Лядвез,2,de-lyadvez,de-lyadvez,0,-
2026,2026,4005,Ладомирские,Ладомирский,Ладомирская,3,ladomirsky,ladomirskaya,0,1
2027,2027,4006,Ладыгин,Ладыгин,Ладыгина,3,ladygin,ladygina,4180,4812
2028,2028,4007,Ладыженские,Ладыженский,Ладыженская,3,ladyzhensky,ladyzhenskaya,259,212
2029,2029,4011,Лодыженские,Лодыженский,Лодыженская,3,lodyzhensky,lodyzhenskaya,3,5
2030,2030,4015,Лажечников,Лажечников,Лажечникова,2,lazhechnikov,lazhechnikova,13,5
2031,2031,4016,Лазаревы,Лазарев,Лазарева,1,lazarev,lazareva,52526,60490
2032,2032,4019,Лазаревичи,Лазаревич,Лазаревич,2,lazarevich,lazarevich,1151,-
2033,2033,4023,Лазовский,Лазовский,Лазовская,2,lazovsky,lazovskaya,1021,2217
2034,2034,4024,Лайкевичи,Лайкевич,Лайкевич,2,laykevich,laykevich,23,-
2035,2035,4026,Лакиеры,Лакиер,Лакиер,3,lakier,lakier,0,-
2036,2036,4028,Лакомте,Лакомте,Лакомте,2,lakomte,lakomte,0,-
2037,2037,4029,Лакроа,Лакроа,Лакроа,2,lakroa,lakroa,2,-
2038,2038,4033,Ла-Кроа,Ла-Кроа,Ла-Кроа,2,la-kroa,la-kroa,0,-
2039,2039,4037,Ламакины,Ламакин,Ламакина,2,lamakin,lamakina,325,259
2040,2040,4040,Ломакины,Ломакин,Ломакина,2,lomakin,lomakina,16590,15468
2041,2041,4043,Ламинцов,Ламинцов,Ламинцова,2,lamintsov,lamintsova,0,0
2042,2042,4044,Ламздорф,Ламздорф,Ламздорф,5,lamzdorf,lamzdorf,0,-
2043,2043,4045,Ламони,Ламони,Ламони,3,lamoni,lamoni,0,-
2044,2044,4046,Ланге,Ланге,Ланге,3,lange,lange,1043,-
2045,2045,4049,Ланские,Ланский,Ланская,2,lansky,lanskaya,237,5072
2046,2046,4051,Лапин,Лапин,Лапина,2,lapin,lapina,21589,26716
2047,2047,4052,Лаптевы,Лаптев,Лаптева,3,laptev,lapteva,25119,26256
2048,2048,4055,Лапырев,Лапырев,Лапырева,2,lapyrev,lapyreva,38,73
2049,2049,4056,Ларгин,Ларгин,Ларгина,3,largin,largina,93,654
2050,2050,4057,Ларионовы,Ларионов,Ларионова,2,larionov,larionova,31837,37836
2051,2051,4064,Ласенгефнер,Ласенгефнер,Ласенгефнер,2,lasengefner,lasengefner,0,-
2052,2052,4066,Ласкевич,Ласкевич,Ласкевич,6,laskevich,laskevich,128,-
2053,2053,4067,Лаские,Лаский,Лаская,6,lasky,laskaya,64,22
2054,2054,4068,Ласские,Ласский,Ласская,6,lassky,lasskaya,69,92
2055,2055,4069,Ласкин,Ласкин,Ласкина,2,laskin,laskina,2614,4436
2056,2056,4070,Ласковский,Ласковский,Ласковская,2,laskovsky,laskovskaya,51,71
2057,2057,4071,Ласточкин,Ласточкин,Ласточкина,2,lastochkin,lastochkina,3031,3628
2058,2058,4072,Латернеры,Латернер,Латернер,2,laterner,laterner,2,-
2059,2059,4074,Лахареев,Лахареев,Лахареева,3,lakhareev,lakhareeva,0,0
2060,2060,4075,Лахтин,Лахтин,Лахтина,3,lakhtin,lakhtina,947,1214
2061,2061,4076,Лачиновы,Лачинов,Лачинова,2,lachinov,lachinova,1509,549
2062,2062,4080,Лашкарев,Лашкарев,Лашкарева,6,lashkarev,lashkareva,18,28
2063,2063,4081,Лашкевич,Лашкевич,Лашкевич,6,lashkevich,lashkevich,794,-
2064,2064,4082,Лебедевы,Лебедев,Лебедева,1,lebedev,lebedeva,122451,173529
2065,2065,4115,Левашевы,Левашев,Левашева,2,levashev,levasheva,288,383
2066,2066,4120,Левашовы,Левашов,Левашова,2,levashov,levashova,5989,6650
2067,2067,4125,Леве,Леве,Леве,3,leve,leve,29,-
2068,2068,4126,Левелинг,Левелинг,Левелинг,2,leveling,leveling,1,-
2069,2069,4127,Левенецкий,Левенецкий,Левенецкая,2,levenetsky,levenetskaya,0,0
2070,2070,4128,Левенсон,Левенсон,Левенсон,3,levenson,levenson,28,-
2071,2071,4129,Левентали,Левентали,Левентали,3,leventali,leventali,0,-
2072,2072,4130,Левенталь,Левенталь,Левенталь,3,levental,levental,17,-
2073,2073,4132,Левенштерн,Левенштерн,Левенштерн,2,levenshtern,levenshtern,7,-
2074,2074,4134,Ливенштерн,Ливенштерн,Ливенштерн,2,livenshtern,livenshtern,0,-
2075,2075,4136,Левестам,Левестам,Левестам,3,levestam,levestam,10,-
2076,2076,4137,Левисон,Левисон,Левисон,2,levison,levison,0,-
2077,2077,4138,Левитовы,Левитов,Левитова,1,levitov,levitova,58,94
2078,2078,4141,Левитские,Левитский,Левитская,1,levitsky,levitskaya,1242,6865
2079,2079,4151,Левко,Левко,Левко,2,levko,levko,768,-
2080,2080,4152,Левшины,Левшин,Левшина,1,levshin,levshina,2376,2832
2081,2081,4156,Леганье,Леганье,Леганье,1,legane,legane,0,-
2082,2082,4159,Легансе,Легансе,Легансе,1,leganse,leganse,0,-
2083,2083,4162,Легейды,Легейд,Легейд,3,legeyd,legeyd,0,-
2084,2084,4163,Легейда,Легейда,Легейда,3,legeyda,legeyda,361,-
2085,2085,4165,Легонин,Легонин,Легонина,3,legonin,legonina,2,4
2086,2086,4166,Легранд,Легранд,Легранд,3,legrand,legrand,48,-
2087,2087,4167,Лейбрехт,Лейбрехт,Лейбрехт,3,leybrekht,leybrekht,0,-
2088,2088,4168,Лельковский,Лельковский,Лельковская,3,lelkovsky,lelkovskaya,0,0
2089,2089,4169,Лелюшины,Лелюшин,Лелюшина,2,leljushin,leljushina,0,0
2090,2090,4170,Леманы,Леман,Леман,1,leman,leman,619,-
2091,2091,4174,Ленартовичи,Ленартович,Ленартович,6,lenartovich,lenartovich,89,-
2092,2092,4175,Леоновы,Леонов,Леонова,2,leonov,leonova,45079,53061
2093,2093,4177,Леонтовичи,Леонтович,Леонтович,3,leontovich,leontovich,122,-
2094,2094,4178,Леонтьевы,Леонтьев,Леонтьева,1,leontev,leonteva,22356,24913
2095,2095,4193,Лепехины,Лепехин,Лепехина,3,lepekhin,lepekhina,2505,1096
2096,2096,4194,Леркам,Леркам,Леркам,1,lerkam,lerkam,0,-
2097,2097,4195,Лесли,Лесли,Лесли,6,lesli,lesli,93,-
2098,2098,4196,Лесневский,Лесневский,Лесневская,3,lesnevsky,lesnevskaya,118,162
2099,2099,4197,Лесовские,Лесовский,Лесовская,3,lesovsky,lesovskaya,259,562
2100,2100,4198,Летунов,Летунов,Летунова,3,letunov,letunova,1366,1522
2101,2101,4199,Леховые,Леховый,Леховая,3,lekhovyy,lekhovaya,0,0
2102,2102,4200,Лехавовы,Лехавов,Лехавова,3,lekhavov,lekhavova,0,0
2103,2103,4201,Лешковы,Лешков,Лешкова,3,leshkov,leshkova,830,1276
2104,2104,4202,Либенау,Либенау,Либенау,3,libenau,libenau,2,-
2105,2105,4203,Либерман,Либерман,Либерман,3,liberman,liberman,1885,-
2106,2106,4204,Ливен,Ливен,Ливен,5,liven,liven,170,-
2107,2107,4205,Лигды,Лигд,Лигд,3,ligd,ligd,0,-
2108,2108,4206,Лигда,Лигда,Лигда,3,ligda,ligda,0,-
2109,2109,4207,Лики,Лики,Лики,2,liki,liki,35,-
2110,2110,4211,Лик,Лик,Лик,2,lik,lik,0,-
2111,2111,4215,Лилев,Лилев,Лилева,3,lilev,lileva,6,29
2112,2112,4216,Лилеев,Лилеев,Лилеева,3,lileev,lileeva,94,106
2113,2113,4217,Лилин,Лилин,Лилина,3,lilin,lilina,89,173
2114,2114,4218,Лимин,Лимин,Лимина,3,limin,limina,296,801
2115,2115,4219,Линда,Линда,Линда,1,linda,linda,5,-
2116,2116,4220,Линев,Линев,Линева,2,linev,lineva,861,765
2117,2117,4221,Лисевич,Лисевич,Лисевич,3,lisevich,lisevich,669,-
2118,2118,4222,Лисенков,Лисенков,Лисенкова,2,lisenkov,lisenkova,2439,2390
2119,2119,4223,Лисин,Лисин,Лисина,3,lisin,lisina,7957,10273
2120,2120,4224,Лисовские,Лисовский,Лисовская,2,lisovsky,lisovskaya,3565,5627
2121,2121,4226,Литвиненко,Литвиненко,Литвиненко,2,litvinenko,litvinenko,37533,-
2122,2122,4227,Литвиновы,Литвинов,Литвинова,2,litvinov,litvinova,43459,56135
2123,2123,4229,Литке,Литке,Литке,2,litke,litke,607,-
2124,2124,4230,Лихаревы,Лихарев,Лихарева,2,likharev,likhareva,504,608
2125,2125,4234,Лихачевы,Лихачев,Лихачева,2,likhachev,likhacheva,6125,8305
2126,2126,4236,Лихомирцевы,Лихомирцев,Лихомирцева,3,likhomirtsev,likhomirtseva,0,0
2127,2127,4237,Лихонины,Лихонин,Лихонина,2,likhonin,likhonina,188,275
2128,2128,4239,Лобанов,Лобанов,Лобанова,2,lobanov,lobanova,39457,41857
2129,2129,4240,Лобанов-Ростовский,Лобанов-Ростовский,Лобанова-Ростовская,5,lobanov-rostovsky,lobanova-rostovskaya,4,0
2130,2130,4241,Лобановский,Лобановский,Лобановская,2,lobanovsky,lobanovskaya,464,543
2131,2131,4242,Ловейко,Ловейко,Ловейко,2,loveyko,loveyko,103,-
2132,2132,4243,Ловенецкий,Ловенецкий,Ловенецкая,6,lovenetsky,lovenetskaya,8,47
2133,2133,4244,Ловлев,Ловлев,Ловлева,2,lovlev,lovleva,9,11
2134,2134,4245,Ловцовы,Ловцов,Ловцова,3,lovtsov,lovtsova,888,1246
2135,2135,4246,Лавцовы,Лавцов,Лавцова,3,lavtsov,lavtsova,32,11
2136,2136,4247,Логиновы,Логинов,Логинова,3,loginov,loginova,52601,55926
2137,2137,4249,Логиновский,Логиновский,Логиновская,3,loginovsky,loginovskaya,578,774
2138,2138,4250,Лодер,Лодер,Лодер,3,loder,loder,4,-
2139,2139,4251,Ложечниковы,Ложечников,Ложечникова,3,lozhechnikov,lozhechnikova,205,117
2140,2140,4253,Ложкин,Ложкин,Ложкина,3,lozhkin,lozhkina,10814,10850
2141,2141,4254,Ложников,Ложников,Ложникова,3,lozhnikov,lozhnikova,1086,971
2142,2142,4255,Лажников,Лажников,Лажникова,3,lazhnikov,lazhnikova,0,1
2143,2143,4256,Ломаны,Ломан,Ломан,3,loman,loman,181,-
2144,2144,4258,Ломоносовы,Ломоносов,Ломоносова,3,lomonosov,lomonosova,2132,2831
2145,2145,4260,Лоначевские-Петруняки,Лоначевский-Петруняки,Лоначевская-Петруняки,3,lonachevskiy-petrunyaki,lonachevskaya-petrunyaki,0,0
2146,2146,4261,Лоначевский-Петруняк,Лоначевский-Петруняк,Лоначевская-Петруняк,3,lonachevskiy-petrunyak,lonachevskaya-petrunyak,0,0
2147,2147,4262,Лонгинов,Лонгинов,Лонгинова,3,longinov,longinova,232,221
2148,2148,4263,Лопатины,Лопатин,Лопатина,2,lopatin,lopatina,18671,18258
2149,2149,4266,Лопатинский,Лопатинский,Лопатинская,3,lopatinsky,lopatinskaya,209,210
2150,2150,4267,Лопухины,Лопухин,Лопухина,2,lopukhin,lopukhina,844,902
2151,2151,4272,Лопыревский,Лопыревский,Лопыревская,3,lopyrevsky,lopyrevskaya,0,1
2152,2152,4273,Лоперевский,Лоперевский,Лоперевская,3,loperevsky,loperevskaya,0,0
2153,2153,4274,Лорис-Меликов,Лорис-Меликов,Лорис-Меликова,6,loris-melikov,loris-melikova,9,6
2154,2154,4275,Лортхапанидзев,Лортхапанидзев,Лортхапанидзева,4,lortkhapanidzev,lortkhapanidzeva,0,0
2155,2155,4276,Лосевы,Лосев,Лосева,1,losev,loseva,14962,19987
2156,2156,4279,Лофицкий,Лофицкий,Лофицкая,3,lofitsky,lofitskaya,10,106
2157,2157,4280,Лошаковские,Лошаковский,Лошаковская,2,loshakovsky,loshakovskaya,3,6
2158,2158,4281,Лугинин,Лугинин,Лугинина,3,luginin,luginina,1095,1390
2159,2159,4282,Лужины,Лужин,Лужина,6,luzhin,luzhina,807,942
2160,2160,4283,Лузгин,Лузгин,Лузгина,3,luzgin,luzgina,1653,1902
2161,2161,4284,Стариков,Стариков,Старикова,3,starikov,starikova,18942,22612
2162,2162,4285,Лукаш,Лукаш,Лукаш,3,lukash,lukash,3015,-
2163,2163,4286,Лукенберг,Лукенберг,Лукенберг,2,lukenberg,lukenberg,2,-
2164,2164,4287,Лукины,Лукин,Лукина,1,lukin,lukina,27582,32686
2165,2165,4293,Лукирский,Лукирский,Лукирская,6,lukirsky,lukirskaya,7,11
2166,2166,4294,Лукошкин,Лукошкин,Лукошкина,3,lukoshkin,lukoshkina,446,524
2167,2167,4295,Лукчи,Лукчи,Лукчи,1,lukchi,lukchi,0,-
2168,2168,4296,Лукутины,Лукутин,Лукутина,2,lukutin,lukutina,289,301
2169,2169,4298,Лукьяновы,Лукьянов,Лукьянова,2,lukyanov,lukyanova,34499,40983
2170,2170,4300,Лунины,Лунин,Лунина,2,lunin,lunina,6861,7369
2171,2171,4302,Лупандин,Лупандин,Лупандина,3,lupandin,lupandina,781,616
2172,2172,4303,Лутковский,Лутковский,Лутковская,6,lutkovsky,lutkovskaya,127,141
2173,2173,4304,Лутцау,Лутцау,Лутцау,3,luttsau,luttsau,2,-
2174,2174,4305,Лухмановы,Лухманов,Лухманова,2,lukhmanov,lukhmanova,364,389
2175,2175,4307,Луховиков,Луховиков,Луховикова,3,lukhovikov,lukhovikova,0,0
2176,2176,4308,Луховников,Луховников,Луховникова,3,lukhovnikov,lukhovnikova,0,0
2177,2177,4309,Лухчи,Лухчи,Лухчи,1,lukhchi,lukhchi,0,-
2178,2178,4310,Лучинский,Лучинский,Лучинская,3,luchinsky,luchinskaya,347,771
2179,2179,4311,Лучков,Лучков,Лучкова,3,luchkov,luchkova,774,813
2180,2180,4312,Лушковы,Лушков,Лушкова,2,lushkov,lushkova,490,716
2181,2181,4313,Лушковские,Лушковский,Лушковская,3,lushkovsky,lushkovskaya,9,10
2182,2182,4315,Лферьевы,Лферьев,Лферьева,2,lferev,lfereva,0,0
2183,2183,4316,Лызлов,Лызлов,Лызлова,3,lyzlov,lyzlova,488,622
2184,2184,4317,Лылов,Лылов,Лылова,2,lylov,lylova,590,691
2185,2185,4318,Лынские,Лынский,Лынская,2,lynsky,lynskaya,5,10
2186,2186,4320,Лысаки,Лысаки,Лысаки,3,lysaki,lysaki,0,-
2187,2187,4321,Лысак,Лысак,Лысак,3,lysak,lysak,3709,-
2188,2188,4322,Лыткины,Лыткин,Лыткина,2,lytkin,lytkina,5313,5500
2189,2189,4324,Львовы,Львов,Львова,1,lvov,lvova,11994,14316
2190,2190,4335,Львович-Кострица,Львович-Кострица,Львович-Кострица,6,lvovich-kostritsa,lvovich-kostritsa,0,-
2191,2191,4336,Львовский,Львовский,Львовская,3,lvovsky,lvovskaya,251,257
2192,2192,4337,Любенков,Любенков,Любенкова,2,ljubenkov,ljubenkova,0,0
2193,2193,4338,Люби,Люби,Люби,3,ljubi,ljubi,0,-
2194,2194,4339,Любимовы,Любимов,Любимова,3,ljubimov,ljubimova,4,8
2195,2195,4345,Любовские,Любовский,Любовская,2,ljubovsky,ljubovskaya,0,0
2196,2196,4346,Людвиги,Людвиги,Людвиги,1,ljudvigi,ljudvigi,0,-
2197,2197,4348,Людвиг,Людвиг,Людвиг,1,ljudvig,ljudvig,0,-
2198,2198,4350,Людвич,Людвич,Людвич,1,ljudvich,ljudvich,0,-
2199,2199,4352,Людоговские,Людоговский,Людоговская,3,ljudogovsky,ljudogovskaya,0,0
2200,2200,4353,Люминарский,Люминарский,Люминарская,3,ljuminarsky,ljuminarskaya,0,0
2201,2201,4354,Люменарский,Люменарский,Люменарская,3,ljumenarsky,ljumenarskaya,0,0
2202,2202,4355,Лянц,Лянц,Лянц,3,lyants,lyants,8,-
2203,2203,4356,Ляпидевский,Ляпидевский,Ляпидевская,3,lyapidevsky,lyapidevskaya,14,52
2204,2204,4357,Ляпины,Ляпин,Ляпина,3,lyapin,lyapina,10062,8178
2205,2205,4358,Ляпуновы,Ляпунов,Ляпунова,3,lyapunov,lyapunova,2161,2528
2206,2206,4361,Лясковский,Лясковский,Лясковская,3,lyaskovsky,lyaskovskaya,275,414
2207,2207,4362,Лясовский,Лясовский,Лясовская,3,lyasovsky,lyasovskaya,6,109
2208,2208,4363,Ляссотовичи,Ляссотович,Ляссотович,6,lyassotovich,lyassotovich,8,-
2209,2209,4364,Ляхович,Ляхович,Ляхович,2,lyakhovich,lyakhovich,870,-
2210,2210,4365,Мавровский,Мавровский,Мавровская,3,mavrovsky,mavrovskaya,11,9
2211,2211,4366,Магаринский,Магаринский,Магаринская,2,magarinsky,magarinskaya,0,4
2212,2212,4367,Магеровский,Магеровский,Магеровская,2,magerovsky,magerovskaya,42,32
2213,2213,4368,Маджугинский,Маджугинский,Маджугинская,3,madzhuginsky,madzhuginskaya,0,0
2214,2214,4369,Маевский,Маевский,Маевская,2,maevsky,maevskaya,1628,2312
2215,2215,4370,Мажаровы,Мажаров,Мажарова,2,mazharov,mazharova,535,922
2216,2216,4371,Мазаракии,Мазаракии,Мазаракии,1,mazarakii,mazarakii,0,-
2217,2217,4373,Мазаракий,Мазаракий,Мазаракая,1,mazaraky,mazarakaya,0,0
2218,2218,4375,Мазараки,Мазараки,Мазараки,1,mazaraki,mazaraki,11,-
2219,2219,4377,Май,Май,Май,2,maj,maj,0,-
2220,2220,4378,Май-Маевский,Май-Маевский,Май-Маевская,1,may-maevsky,may-maevskaya,4,3
2221,2221,4379,Майковы,Майков,Майкова,3,maykov,maykova,3430,3171
2222,2222,4382,Майлевские,Майлевский,Майлевская,2,maylevsky,maylevskaya,0,0
2223,2223,4385,Маилевские,Маилевский,Маилевская,2,mailevsky,mailevskaya,0,1
2224,2224,4388,Макаровы,Макаров,Макарова,1,makarov,makarova,177125,205048
2225,2225,4408,Макаров-Зубачев,Макаров-Зубачев,Макарова-Зубачева,2,makarov-zubachev,makarova-zubacheva,0,0
2226,2226,4409,Макарьев,Макарьев,Макарьева,2,makarev,makareva,580,568
2227,2227,4410,Макацаровы,Макацаров,Макацарова,3,makatsarov,makatsarova,0,0
2228,2228,4412,Македонский,Македонский,Македонская,2,makedonsky,makedonskaya,1270,727
2229,2229,4413,Макеевы,Макеев,Макеева,2,makeev,makeeva,24276,34665
2230,2230,4415,Макеровские,Макеровский,Макеровская,2,makerovsky,makerovskaya,0,0
2231,2231,4417,Маклаковы,Маклаков,Маклакова,3,maklakov,maklakova,4537,4663
2232,2232,4418,Маков,Маков,Макова,2,makov,makova,3341,2765
2233,2233,4419,Маковские,Маковский,Маковская,3,makovsky,makovskaya,1318,1877
2234,2234,4420,Максимовы,Максимов,Максимова,1,maksimov,maksimova,81407,98072
2235,2235,4428,Максютины,Максютин,Максютина,1,maksjutin,maksjutina,0,0
2236,2236,4430,Макушинский,Макушинский,Макушинская,2,makushinsky,makushinskaya,63,36
2237,2237,4431,Малафеевы,Малафеев,Малафеева,3,malafeev,malafeeva,2890,2739
2238,2238,4432,Малаховы,Малахов,Малахова,2,malakhov,malakhova,25743,32800
2239,2239,4435,Малевинский,Малевинский,Малевинская,2,malevinsky,malevinskaya,100,147
2240,2240,4436,Малевич,Малевич,Малевич,3,malevich,malevich,1813,-
2241,2241,4437,Малевские-Малевич,Малевский-Малевич,Малевская-Малевич,3,malevskiy-malevich,malevskaya-malevich,0,5
2242,2242,4439,Малевич-Малевский,Малевич-Малевский,Малевич-Малевская,3,malevich-malevsky,malevich-malevskaya,0,0
2243,2243,4441,Малевшинский,Малевшинский,Малевшинская,2,malevshinsky,malevshinskaya,0,0
2244,2244,4442,Малеевы,Малеев,Малеева,2,maleev,maleeva,4902,5601
2245,2245,4444,Малинины,Малинин,Малинина,2,malinin,malinina,12131,21713
2246,2246,4447,Малиновские,Малиновский,Малиновская,1,malinovsky,malinovskaya,8179,16429
2247,2247,4453,Малов,Малов,Малова,3,malov,malova,11948,15116
2248,2248,4454,Малышев,Малышев,Малышева,2,malyshev,malysheva,52746,67946
2249,2249,4456,Малышов,Малышов,Малышова,2,malyshov,malyshova,135,243
2250,2250,4458,Мальдзиневичи,Мальдзиневич,Мальдзиневич,3,maldzinevich,maldzinevich,0,-
2251,2251,4459,Малькевич,Малькевич,Малькевич,1,malkevich,malkevich,444,-
2252,2252,4460,Мальцевы,Мальцев,Мальцева,1,maltsev,maltseva,62934,74408
2253,2253,4461,Мальцовы,Мальцов,Мальцова,6,maltsov,maltsova,100,101
2254,2254,4462,Мальчевский,Мальчевский,Мальчевская,3,malchevsky,malchevskaya,222,325
2255,2255,4463,Мамонов,Мамонов,Мамонова,3,mamonov,mamonova,8070,14381
2256,2256,4464,Мамонтовы,Мамонтов,Мамонтова,3,mamontov,mamontova,13819,13133
2257,2257,4466,Манашевы,Манашев,Манашева,2,manashev,manasheva,135,158
2258,2258,4467,Макашевы,Макашев,Макашева,2,makashev,makasheva,339,492
2259,2259,4468,Мандилени,Мандилени,Мандилени,3,mandileni,mandileni,0,-
2260,2260,4469,Мансуровы,Мансуров,Мансурова,4,mansurov,mansurova,9827,8698
2261,2261,4471,Мансфельд,Мансфельд,Мансфельд,3,mansfeld,mansfeld,4,-
2262,2262,4472,Манташов,Манташов,Манташова,3,mantashov,mantashova,60,25
2263,2263,4473,Мануков,Мануков,Манукова,6,manukov,manukova,338,331
2264,2264,4474,Манучаров,Манучаров,Манучарова,1,manucharov,manucharova,160,132
2265,2265,4475,Манцев,Манцев,Манцева,3,mantsev,mantseva,149,147
2266,2266,4476,Маньен,Маньен,Маньен,3,manen,manen,1,-
2267,2267,4477,Маньковский,Маньковский,Маньковская,6,mankovsky,mankovskaya,510,731
2268,2268,4478,Марганский,Марганский,Марганская,3,margansky,marganskaya,1,1
2269,2269,4479,Маргонский,Маргонский,Маргонская,3,margonsky,margonskaya,0,0
2270,2270,4480,Мареуц,Мареуц,Мареуц,2,mareuts,mareuts,0,-
2271,2271,4481,Марианович,Марианович,Марианович,4,marianovich,marianovich,9,-
2272,2272,4482,Марисовы,Марисов,Марисова,1,marisov,marisova,228,294
2273,2273,4484,Мариуц,Мариуц,Мариуц,2,mariuts,mariuts,1,-
2274,2274,4486,Маркеев,Маркеев,Маркеева,3,markeev,markeeva,1598,1344
2275,2275,4487,Маркеловы,Маркелов,Маркелова,2,markelov,markelova,15945,16847
2276,2276,4488,Марковы,Марков,Маркова,5,markov,markova,66942,82712
2277,2277,4489,Маркусы,Маркус,Маркус,3,markus,markus,1442,-
2278,2278,4493,Марниц,Марниц,Марниц,3,marnits,marnits,2,-
2279,2279,4494,Мартень,Мартень,Мартень,3,marten,marten,105,-
2280,2280,4496,Мартос-Куликовопольский,Мартос-Куликовопольский,Мартос-Куликовопольская,2,martos-kulikovopolsky,martos-kulikovopolskaya,0,0
2281,2281,4497,Мартюс-Куликовопольский,Мартюс-Куликовопольский,Мартюс-Куликовопольская,2,martjus-kulikovopolsky,martjus-kulikovopolskaya,0,0
2282,2282,4498,Мартыновы,Мартынов,Мартынова,3,martynov,martynova,58939,64094
2283,2283,4501,Мартьянов,Мартьянов,Мартьянова,2,martyanov,martyanova,8045,11248
2284,2284,4502,Маруев,Маруев,Маруева,2,maruev,marueva,264,322
2285,2285,4503,Марфины,Марфин,Марфина,3,marfin,marfina,1478,1818
2286,2286,4504,Марченко,Марченко,Марченко,2,marchenko,marchenko,79930,-
2287,2287,4505,Марьемуловы,Марьемулов,Марьемулова,2,maremulov,maremulova,0,0
2288,2288,4507,Масалов,Масалов,Масалова,2,masalov,masalova,3535,3155
2289,2289,4508,Маслениковы,Маслеников,Масленикова,2,maslenikov,maslenikova,1331,1267
2290,2290,4510,Масленников,Масленников,Масленникова,2,maslennikov,maslennikova,15022,18309
2291,2291,4511,Масловы,Маслов,Маслова,2,maslov,maslova,59776,64115
2292,2292,4518,Масловские,Масловский,Масловская,2,maslovsky,maslovskaya,1768,2187
2293,2293,4519,Масюков,Масюков,Масюкова,3,masjukov,masjukova,0,0
2294,2294,4520,Матавкины,Матавкин,Матавкина,2,matavkin,matavkina,45,31
2295,2295,4521,Матасов,Матасов,Матасова,3,matasov,matasova,1714,1363
2296,2296,4522,Матвеевы,Матвеев,Матвеева,1,matveev,matveeva,99379,114864
